name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
dublin,2021-02-28,10.1,1.9,6,10.1,-0.5,4.6,3.5,85.2,0,0,0,,0,0,23.4,15.8,86.1,1037.6,41.1,17.4,106.5,9.2,5,,2021-02-28T07:14:28,2021-02-28T18:01:26,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-01,9.3,-0.1,4.1,7,-3.2,1.6,3,92.3,0,0,0,,0,0,23.4,19.8,70.6,1031.1,49.5,8.5,70.2,6.2,4,,2021-03-01T07:12:11,2021-03-01T18:03:20,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-03-02,7.1,-2.7,2.6,4.9,-5.5,0.5,1.5,92.9,0.001,100,4.17,snow,0,0,17.3,14.6,61.6,1029.1,76.6,4.4,49.2,4.2,3,,2021-03-02T07:09:52,2021-03-02T18:05:14,0.61,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-03-03,5.3,3.9,4.4,2.5,0.8,1.6,2.7,88.6,0.001,100,4.17,rain,0,0,24.1,14.9,37.4,1028.1,96.8,5.6,18.7,1.4,1,,2021-03-03T07:07:34,2021-03-03T18:07:08,0.65,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-03-04,5.1,2.4,4.1,2.2,-0.8,0.8,1,80.5,0,0,0,,0,0,35.6,24.2,51.4,1027.8,92.4,15.3,23.7,2,1,,2021-03-04T07:05:14,2021-03-04T18:09:02,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-03-05,4.9,-2.8,3.2,2.5,-5,0.2,-1.7,70.7,0.075,100,4.17,rain,0,0,31.3,19.3,109.6,1033.3,79.2,18.6,50,4.4,2,,2021-03-05T07:02:54,2021-03-05T18:10:55,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-03-06,7.2,-2.1,2.9,4.8,-5.6,0.9,-2,71.2,0,0,0,,0,0,22.7,17.1,196.2,1033.5,76.6,18.9,85.4,7.3,4,,2021-03-06T07:00:34,2021-03-06T18:12:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-07,9.7,0.1,4.2,8.5,-3.6,1.9,-1.2,68.7,0,0,0,,0,0,16.6,13.4,235.4,1027.8,23.8,19.8,112,9.6,5,,2021-03-07T06:58:13,2021-03-07T18:14:41,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-08,10.6,4.8,7.1,10.6,1.7,4.6,3.2,76.9,0.081,100,8.33,rain,0,0,35.3,19.7,232.5,1022.5,85.2,19.9,87.9,7.5,4,,2021-03-08T06:55:51,2021-03-08T18:16:33,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-03-09,10,6.3,8.3,7.2,3.8,5,5.6,82.9,0.506,100,8.33,rain,0,0,71.4,43.5,201.6,1012.5,91.5,18,33.8,2.8,1,,2021-03-09T06:53:29,2021-03-09T18:18:26,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-10,12.7,7,9.3,12.7,4.4,7.3,7.1,86.3,4.166,100,12.5,rain,0,0,68.8,44.9,216.7,991.6,86.6,13.9,35.2,3.1,2,,2021-03-10T06:51:06,2021-03-10T18:20:18,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-11,8.9,2.9,5.8,4.6,-3,1.1,2.7,80.6,2.351,100,16.67,rain,0,0,78.4,50.4,253.2,989.3,73.2,16.6,88.9,7.6,3,,2021-03-11T06:48:43,2021-03-11T18:22:09,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-12,7.7,1.8,4.9,3.6,-3.8,0.3,2.1,82.6,3.391,100,16.67,"rain,snow",0,0,61.9,32.9,234.7,993.1,80.5,18,127.1,10.9,5,,2021-03-12T06:46:20,2021-03-12T18:24:01,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-13,7.1,2.9,4.7,2.3,-3,-0.6,1.7,81.3,1.536,100,8.33,rain,0,0,72,40.7,268.1,994.2,78.8,19.2,121.4,10.4,6,,2021-03-13T06:43:57,2021-03-13T18:25:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-14,10.1,4,6.9,10.1,-0.8,3.2,4.7,85.6,5.125,100,8.33,rain,0,0,70.6,38.7,262.1,1013.9,74.9,16,67.3,5.7,3,,2021-03-14T06:41:33,2021-03-14T18:27:43,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-15,12.3,6.1,9.6,12.3,2.3,7.9,8,89.5,0.75,100,8.33,rain,0,0,45,30.2,270.3,1023.2,82.8,16,58,5.1,2,,2021-03-15T06:39:09,2021-03-15T18:29:34,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-16,13.4,6,10.2,13.4,2.8,8.6,6.7,80,0.327,100,8.33,rain,0,0,46.4,27.8,292.1,1031.9,67.1,18.1,124.7,10.9,6,,2021-03-16T06:36:44,2021-03-16T18:31:25,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-17,12.9,2.7,7.7,12.9,-0.9,5.8,3.5,76.9,0.001,100,4.17,rain,0,0,32,23.8,289,1036.9,62.9,19.7,127.3,10.9,6,,2021-03-17T06:34:20,2021-03-17T18:33:15,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-18,14.4,8.1,10.1,14.4,5,8.6,8.1,87.5,0.026,100,8.33,rain,0,0,41,24.8,311.2,1033.8,82.7,18,78.7,6.6,4,,2021-03-18T06:31:55,2021-03-18T18:35:05,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-19,11.5,3,7.4,11.5,1.1,6,5.3,86.8,0,0,0,,0,0,36.7,22.5,343.8,1032.4,47.3,21.1,132.7,11.2,6,,2021-03-19T06:29:30,2021-03-19T18:36:55,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-20,12.1,4.9,8.4,12.1,3.5,7.1,6.4,87.5,0,0,0,,0,0,31.3,21.9,288.4,1033.5,88.7,16,71.7,6.1,4,,2021-03-20T06:27:05,2021-03-20T18:38:45,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-21,11.9,6.3,8.5,11.9,3.7,6.7,4.8,78.4,0,0,0,,0,0,24.8,19.2,299.7,1031.1,79.3,18.8,125.4,10.8,6,,2021-03-21T06:24:40,2021-03-21T18:40:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-22,9.6,7.6,8.2,7.5,5.3,6.2,4.1,75.3,0,0,0,,0,0,25.2,17.9,234.5,1025.6,90.9,20.8,33,2.9,1,,2021-03-22T06:22:14,2021-03-22T18:42:25,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-23,11.3,5.7,8.6,11.3,3,6.7,4.2,74.1,0.007,100,4.17,rain,0,0,60.5,31.6,211.4,1017.2,80.9,21.6,75,6.3,3,,2021-03-23T06:19:49,2021-03-23T18:44:14,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-24,11.5,4.9,7.9,11.5,1.5,5.8,3.7,75.3,1.288,100,16.67,rain,0,0,50,30.9,224.1,1015.8,59,21.4,123.4,10.7,5,,2021-03-24T06:17:24,2021-03-24T18:46:04,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-25,11.5,6.2,8.8,11.5,3,6.5,5.2,78.2,0.175,100,12.5,rain,0,0,58.7,33.1,217.7,1010,72.8,19.8,100.7,8.7,5,,2021-03-25T06:14:59,2021-03-25T18:47:53,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-03-26,9,1.9,5.2,5.6,-3.2,0.6,1.5,77.3,2.61,100,12.5,rain,0,0,68.4,39.5,245.5,1002.5,63.3,17,140.5,12.1,6,,2021-03-26T06:12:34,2021-03-26T18:49:42,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-03-27,10,1.8,6.3,6.8,-3.4,2.2,2.6,77,0.183,100,8.33,"rain,snow",0,0,69.1,37.3,222.4,1013,75,19.7,104.5,9,4,,2021-03-27T06:10:09,2021-03-27T18:51:32,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-28,14.5,10,12.1,14.5,6.2,11.9,9.2,82.5,0.916,100,16.67,rain,0,0,70.9,38,228,1008.8,88.8,16.5,152.1,12.7,7,,2021-03-28T07:07:44,2021-03-28T19:53:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-03-29,16,11.6,13.4,16,11.6,13.4,9.9,79.8,0.018,100,8.33,rain,0,0,72.4,35.5,229.7,1016.7,77.3,21,165.3,14.4,6,,2021-03-29T07:05:19,2021-03-29T19:55:10,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-03-30,15,6.4,11.4,15,5.4,10.8,7.4,77.4,0,0,0,,0,0,44.3,25,200.2,1023.7,53.2,20.8,181.6,15.8,6,,2021-03-30T07:02:54,2021-03-30T19:56:59,0.56,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-03-31,14.4,5.9,10.2,14.4,3.6,9.1,7.9,86.3,0,0,0,,0,0,19.4,16.5,230.9,1019.3,69.2,16.3,101,8.8,3,,2021-03-31T07:00:30,2021-03-31T19:58:48,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-01,8.6,6.2,7.7,6,2.6,4.1,6,88.9,0,0,0,,0,0,51.8,30.8,62.7,1025.8,79.6,13.4,44.4,4.1,1,,2021-04-01T06:58:06,2021-04-01T20:00:36,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-04-02,8.9,1.3,6.1,6.3,-0.8,2.9,2.4,78.4,0,0,0,,0,0,39.2,23.9,65,1033,43.1,19.9,155,13.5,6,,2021-04-02T06:55:42,2021-04-02T20:02:25,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-04-03,10.9,-1.1,5.1,10.9,-3.7,3.6,1.8,81.2,0,0,0,,0,0,30.2,15.6,51.4,1035.1,24.1,18.8,197,17.1,6,,2021-04-03T06:53:18,2021-04-03T20:04:14,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-04,12.9,-0.2,6.9,12.9,-2.7,5.2,3,77.4,0,0,0,,0,0.1,47.2,31.4,275,1027.1,37.4,19.5,172,14.8,6,,2021-04-04T06:50:55,2021-04-04T20:06:03,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-04-05,7.4,-1.4,4.2,3.2,-5.7,-0.3,-1.9,65.4,0.078,100,12.5,rain,0,0,52.9,30.7,327.1,1024.8,64.1,21.4,149.3,13,6,,2021-04-05T06:48:32,2021-04-05T20:07:52,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-04-06,7.4,-2.2,2.4,3,-8,-2.4,-2.2,73.7,0,0,0,,0,0.2,64,33,309.1,1026,56.6,20.7,122,10.5,5,,2021-04-06T06:46:10,2021-04-06T20:09:41,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-04-07,7.7,-0.1,4.4,6.1,-4.6,1.1,1.7,83.7,0.414,100,8.33,"rain,snow",0,0,35.6,21.7,274.2,1024.7,89.4,18.6,78.6,6.9,3,,2021-04-07T06:43:48,2021-04-07T20:11:29,0.84,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-08,10.6,4.2,7.3,10.6,0.6,4.1,3.3,76.8,0.44,100,12.5,rain,0,0,57.6,30.8,246.6,1017.3,84.1,19.3,108.3,9.2,4,,2021-04-08T06:41:26,2021-04-08T20:13:18,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-09,7.2,0.8,4.8,5.1,-3.1,2.1,1.7,81,1.21,100,8.33,rain,0,0,41.4,22.1,331.5,1014,67.6,17.6,86.3,7.3,5,,2021-04-09T06:39:05,2021-04-09T20:15:07,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-10,6.9,-4.2,1.4,4.7,-8.9,-2.1,-2.7,76.2,0.099,100,4.17,rain,0,0,34.6,16.3,322.4,1017.7,32.4,25.5,122.4,10.4,5,,2021-04-10T06:36:44,2021-04-10T20:16:56,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-04-11,7.5,-2.7,2.5,4.5,-7.8,-1.5,-1.7,76,0.098,100,4.17,rain,0,0,40.7,23.1,297.9,1022.4,48.8,24.3,157.9,13.6,7,,2021-04-11T06:34:24,2021-04-11T20:18:44,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-04-12,8.9,2.3,5.4,7.2,-0.5,2.9,3.3,87,1.533,100,8.33,rain,0,0,29.2,17.9,264.3,1028.4,86.6,18.1,106,9,6,,2021-04-12T06:32:04,2021-04-12T20:20:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-04-13,10.3,1.9,6.5,10.3,-0.5,4.7,3.1,79.9,0.322,100,4.17,rain,0,0,16.9,12.7,232.6,1032.3,54.8,24.8,130.6,11.2,6,,2021-04-13T06:29:46,2021-04-13T20:22:22,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-14,11.4,2.4,6.8,11.4,0.4,6,2.9,77.9,0,0,0,,0,0,28.1,17.8,81,1033.5,34.6,22.6,216.9,18.7,7,,2021-04-14T06:27:27,2021-04-14T20:24:11,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-04-15,12,-0.5,6.4,12,-4,5,1.8,75,0.001,100,4.17,"rain,snow",0,0,29.5,18.3,126.9,1032.6,41,18.3,130.9,11.3,7,,2021-04-15T06:25:10,2021-04-15T20:26:00,0.11,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain or snow.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-16,11.2,-0.7,6.1,11.2,-3.1,5,0,66.7,0,0,0,,0,0,34.6,25.6,166.5,1030.1,57.7,21.9,139.2,12.2,6,,2021-04-16T06:22:53,2021-04-16T20:27:48,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-17,12.2,-1.2,6.7,12.2,-4.4,5.1,0.3,65.9,0,0,0,,0,0,46.4,26.9,173.4,1027.8,38.3,25.6,214.5,18.6,7,,2021-04-17T06:20:37,2021-04-17T20:29:37,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-18,10.9,7,8.8,10.9,4.9,7.6,5.2,78.3,0.704,100,12.5,rain,0,0,30.2,15.8,193.5,1023.4,90.9,20.1,55.2,4.7,2,,2021-04-18T06:18:22,2021-04-18T20:31:26,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-04-19,12.5,4.2,8.8,12.5,2.4,8.1,3.8,72.1,0.007,100,4.17,rain,0,0,30.2,18,168.5,1019.8,91.6,19.4,132.3,11.3,5,,2021-04-19T06:16:07,2021-04-19T20:33:14,0.24,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-20,11.6,6.9,9.1,11.6,5.9,8.4,6,82,0.723,100,8.33,rain,0,0,22.7,17,61,1019.1,88.8,16.6,106.2,9,4,,2021-04-20T06:13:54,2021-04-20T20:35:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME"
dublin,2021-04-21,12.5,4.5,8.4,12.5,2.5,7.1,5.3,81.3,0,0,0,,0,0,35.3,25.1,68.1,1021.6,62.7,13.3,155.8,13.4,6,,2021-04-21T06:11:41,2021-04-21T20:36:51,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-04-22,13.1,1.9,7.6,13.1,-0.1,6.5,2.9,74.8,0,0,0,,0,0,30.2,18.7,102.5,1025.6,31.3,16.2,233.7,20.1,7,,2021-04-22T06:09:29,2021-04-22T20:38:40,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-23,14.4,0.3,7.9,14.4,-1.5,6.9,0.1,63.4,0,0,0,,0,0,37.1,21.1,102.9,1026,59.5,24,200.9,17.5,6,,2021-04-23T06:07:18,2021-04-23T20:40:28,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-24,14.8,3.6,9.2,14.8,1.6,8.3,2.6,67.8,0,0,0,,0,0,35.3,24.8,95.8,1026.6,39.1,22.3,236.2,20.5,7,,2021-04-24T06:05:09,2021-04-24T20:42:16,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
dublin,2021-04-25,10.9,3.2,7.6,10.9,1.6,5.9,3.9,78.6,0,0,0,,0,0,36,26.5,73.4,1029.2,26.5,15.5,221.7,19.3,8,,2021-04-25T06:03:00,2021-04-25T20:44:05,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-26,16,0.7,9.3,16,-1.3,8.8,2.7,67.6,0,0,0,,0,0,28.1,19.5,292.3,1022.3,41.4,21.9,228.4,19.7,7,,2021-04-26T06:00:52,2021-04-26T20:45:52,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-27,11.1,6.3,8.9,11.1,3.3,6.9,5.3,78.4,0.151,100,4.17,rain,0,0,42.5,27.5,342.1,1011.6,85.5,20.5,103.5,9,5,,2021-04-27T05:58:46,2021-04-27T20:47:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2021-04-28,10,5.6,7.4,7.1,1.4,3.7,2.4,71,0.546,100,4.17,rain,0,0,55.1,31.2,37.7,1012.7,83.7,20.8,114.3,9.8,4,,2021-04-28T05:56:41,2021-04-28T20:49:28,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03971099999,F4142,EIDW,03969099999,F8809,03967099999,EIME,03961099999"
dublin,2021-04-29,8.8,0.5,5.6,7.7,-3.3,3.4,1.9,78,1.486,100,8.33,rain,0,0,26.3,17.9,40,1014.4,76.5,21.7,168.6,14.7,7,,2021-04-29T05:54:37,2021-04-29T20:51:15,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F6683,F4142,EIDW,03969099999,03967099999,EIME,03961099999"
